Rank,Name,Position,Team,Weekly Salary,year
,Nicklas Helenius,Forward,AVFC,10000,2015
,Tendayi Darikwa,Defender,BFC,10000,2015
,Leandro Rodriguez,Forward,EFC,10000,2015
,Joe Lolley,Forward,HUD,10000,2015
,Jordon Ibe,Midfielder,LFC,10000,2015
,Sheyi Ojo,Forward,LFC,10000,2015
,Patrick Roberts,Forward,MCFC,10000,2015
,Matt Targett,Defender,SFC,10000,2015
,Jakob Haugaard,Goalkeeper,SCFC,10000,2015
,Matt Grimes,Midfielder,SCAFC,10000,2015
,Giedrius Arlauskis,Goalkeeper,WAT,10000,2015
318.0,Kazenga Lualua,Midfielder,BHA,9000,2015
319.0,Richie Towell,Forward,BHA,8000,2015
,Jamal Blackman,Goalkeeper,CFC,8000,2015
,Nahki Wells,Forward,HUD,8000,2015
,Josh Cullen,Midfielder,WHUFC,8000,2015
,Dominic Iorfa,Defender,WWFC,8000,2015
324.0,Jed Steer,Goalkeeper,AVFC,7284,2015
325.0,Junior Stanislas,Midfielder,BOU,7000,2015
,Rohan Ince,Midfielder,BHA,7000,2015
,Elvis Manu,Forward,BHA,7000,2015
,Dominic Solanke,Forward,CFC,7000,2015
329.0,Steve Cook,Defender,BOU,6000,2015
,Tammy Abraham,Forward,CFC,6000,2015
,Cristian Cuevas,Defender,CFC,6000,2015
,Tom Davies,Midfielder,EFC,6000,2015
333.0,Stuart O'Keefe,Midfielder,CCFC,5500,2015
334.0,Harry Arter,Midfielder,BOU,5000,2015
,Nathaniel Chalobah,Midfielder,CFC,5000,2015
,Jason Davidson,Defender,HUD,5000,2015
,Jordi Hiwula,Forward,HUD,5000,2015
,Dean Whitehead,Midfielder,HUD,5000,2015
,Tosin Adarabioyo,Defender,MCFC,5000,2015
,Aleix Garcia,Midfielder,MCFC,5000,2015
,Pablo Maffeo,Defender,MCFC,5000,2015
,Josh Harrop,Midfielder,MUFC,5000,2015
,Joel Castro Pereira,Goalkeeper,MUFC,5000,2015
,Ivan Toney,Forward,NUFC,5000,2015
,Oliver McBurnie,Forward,SCAFC,5000,2015
,Joshua Onomah,Midfielder,THFC,5000,2015
347.0,Krystian Bielik,Defender,AFC,4000,2015
,Chris Long,Forward,BFC,4000,2015
,Harry Bunn,Forward,HUD,4000,2015
,Harry Wilson,Midfielder,LFC,4000,2015
,Kenji Gorre,Forward,SCAFC,4000,2015
352.0,Baily Cargill,Defender,BOU,3000,2015
,Kyle Scott,Midfielder,CFC,3000,2015
,Sullay Kaikai,Midfielder,CP,3000,2015
,Matthew Pennington,Defender,EFC,3000,2015
,Tom Lawrence,Forward,LC,3000,2015
,Cameron Brannagan,Midfielder,LFC,3000,2015
,Harry Souttar,Defender,SCFC,3000,2015
,Reece Burke,Defender,WHUFC,3000,2015
360.0,Ryan Fraser,Midfielder,BOU,2000,2015
,Jeff Reine-Adelaide,Midfielder,AFC,2000,2015
,Trent Alexander-Arnold,Defender,LFC,2000,2015
,Connor Randall,Defender,LFC,2000,2015
,Alex Palmer,Goalkeeper,WBAFC,2000,2015
,Sebastien Pocognoli,Defender,WBAFC,2000,2015
366.0,Josh Dasilva,Forward,AFC,1000,2015
,Henrik Bjordal,Forward,BHA,1000,2015
,Flo Bojaj,Forward,HUD,1000,2015
,Luke Brattan,Midfielder,MCFC,1000,2015
370.0,Will Wood,Defender,SFC,800,2015
371.0,Harry Cornick,Midfielder,BOU,750,2015
372.0,Dan Agyei,Forward,BFC,700,2015
373.0,Matt Butcher,Midfielder,BOU,600,2015
,Jack Simpson,Defender,BOU,600,2015
1.0,Wayne Rooney,Forward,MUFC,300000,2016
2.0,Paul Pogba,Midfielder,MUFC,290000,2016
3.0,Eden Hazard,Midfielder,CFC,225000,2016
4.0,Sergio Aguero,Forward,MCFC,220000,2016
,Yaya Toure,Midfielder,MCFC,220000,2016
,Zlatan Ibrahimovic,Forward,MUFC,220000,2016
7.0,David De Gea,Goalkeeper,MUFC,200000,2016
8.0,Diego Costa,Forward,CFC,185000,2016
9.0,David Silva,Midfielder,MCFC,160000,2016
,Juan Mata,Midfielder,MUFC,160000,2016
11.0,Cesc Fabregas,Midfielder,CFC,156000,2016
12.0,Oscar,Midfielder,CFC,152255,2016
13.0,John Terry,Defender,CFC,150000,2016
,Philippe Coutinho,Midfielder,LFC,150000,2016
,Kevin De Bruyne,Midfielder,MCFC,150000,2016
,Vincent Kompany,Defender,MCFC,150000,2016
,Raheem Sterling,Forward,MCFC,150000,2016
18.0,Branislav Ivanovic,Defender,CFC,143846,2016
19.0,Mesut Ozil,Midfielder,AFC,140000,2016
,Alexis Sanchez,Forward,AFC,140000,2016
,Theo Walcott,Forward,AFC,140000,2016
,James Milner,Midfielder,LFC,140000,2016
,Ilkay Gundogan,Midfielder,MCFC,140000,2016
24.0,Willian da Silva,Midfielder,CFC,138462,2016
25.0,Daniel Sturridge,Forward,LFC,130000,2016
26.0,Danny Welbeck,Forward,AFC,125000,2016
27.0,Thibaut Courtois,Goalkeeper,CFC,120000,2016
,N'Golo Kante,Midfielder,CFC,120000,2016
,David Luiz,Defender,CFC,120000,2016
,Christian Benteke,Forward,CP,120000,2016
,Nicolas Otamendi,Defender,MCFC,120000,2016
,Henrikh Mkhitaryan,Midfielder,MUFC,120000,2016
,Ashley Young,Midfielder,MUFC,120000,2016
34.0,Ander Herrera,Midfielder,MUFC,115000,2016
35.0,Aaron Ramsey,Midfielder,AFC,110000,2016
,Anthony Martial,Forward,MUFC,110000,2016
,Marcos Rojo,Defender,MUFC,110000,2016
,Luke Shaw,Defender,MUFC,110000,2016
39.0,Santi Cazorla,Midfielder,AFC,100000,2016
,Petr Cech,Goalkeeper,AFC,100000,2016
,Cesar Azpilicueta,Defender,CFC,100000,2016
,Gary Cahill,Defender,CFC,100000,2016
,Pedro Rodriguez Ledesma,Midfielder,CFC,100000,2016
,Morgan Schneiderlin,Midfielder,EFC,100000,2016
,Riyad Mahrez,Forward,LC,100000,2016
,Jamie Vardy,Forward,LC,100000,2016
,Roberto Firmino,Forward,LFC,100000,2016
,Jordan Henderson,Midfielder,LFC,100000,2016
,Joel Matip,Defender,LFC,100000,2016
,Fernandinho Luis Roza,Midfielder,MCFC,100000,2016
,Fernando Reges,Midfielder,MCFC,100000,2016
,John Stones,Defender,MCFC,100000,2016
,Harry Kane,Forward,THFC,100000,2016
,Hugo Lloris,Goalkeeper,THFC,100000,2016
55.0,Nolito,Forward,MCFC,95000,2016
56.0,Jack Wilshere,Midfielder,BOU,90000,2016
,Laurent Koscielny,Defender,AFC,90000,2016
,Per Mertesacker,Defender,AFC,90000,2016
,Shkodran Mustafi,Defender,AFC,90000,2016
,Granit Xhaka,Midfielder,AFC,90000,2016
,Marcos Alonso,Defender,CFC,90000,2016
,Michy Batshuayi,Forward,CFC,90000,2016
,Nemanja Matic,Midfielder,CFC,90000,2016
,Danny Drinkwater,Midfielder,LC,90000,2016
,Sadio Mane,Forward,LFC,90000,2016
,Georginio Wijnaldum,Midfielder,LFC,90000,2016
,Leroy Sane,Forward,MCFC,90000,2016
,Andy Carroll,Forward,WHUFC,90000,2016
69.0,Jan Vertonghen,Defender,THFC,89000,2016
70.0,Yohan Cabaye,Midfielder,CP,86000,2016
71.0,Mamadou Sakho,Defender,CP,85000,2016
,Marouane Fellaini,Midfielder,MUFC,85000,2016
,Antonio Valencia,Defender,MUFC,85000,2016
,Heung-Min Son,Forward,THFC,85000,2016
75.0,Romelu Lukaku,Forward,EFC,80000,2016
,Kasper Schmeichel,Goalkeeper,LC,80000,2016
,Islam Slimani,Forward,LC,80000,2016
,Claudio Bravo,Goalkeeper,MCFC,80000,2016
,Fabian Delph,Midfielder,MCFC,80000,2016
,Eric Bailly,Defender,MUFC,80000,2016
,Michael Carrick,Midfielder,MUFC,80000,2016
,Manolo Gabbiadini,Forward,SFC,80000,2016
,Virgil Van Dijk,Defender,SFC,80000,2016
,Saido Berahino,Forward,SCFC,80000,2016
,Toby Alderweireld,Defender,THFC,80000,2016
,Erik Lamela,Midfielder,THFC,80000,2016
,Moussa Sissoko,Midfielder,THFC,80000,2016
,Andre Ayew,Forward,WHUFC,80000,2016
89.0,Mathieu Debuchy,Defender,AFC,75000,2016
,Victor Moses,Defender,CFC,75000,2016
,Yannick Bolasie,Forward,EFC,75000,2016
,Danny Ings,Forward,LFC,75000,2016
,Lucas Leiva,Midfielder,LFC,75000,2016
,Gabriel Jesus,Forward,MCFC,75000,2016
,Daley Blind,Defender,MUFC,75000,2016
,Phil Jones,Defender,MUFC,75000,2016
,Fernando Llorente,Forward,SCAFC,75000,2016
,Christian Eriksen,Midfielder,THFC,75000,2016
,Jose Fonte,Defender,WHUFC,75000,2016
100.0,Lucas Perez,Forward,AFC,70000,2016
,Steve Mandanda,Goalkeeper,CP,70000,2016
,Leighton Baines,Defender,EFC,70000,2016
,Kevin Mirallas,Forward,EFC,70000,2016
,Ashley Williams,Defender,EFC,70000,2016
,Nathaniel Clyne,Defender,LFC,70000,2016
,Chris Smalling,Defender,MUFC,70000,2016
,Jonjo Shelvey,Midfielder,NUFC,70000,2016
,Jermain Defoe,Forward,SUFC,70000,2016
,Charlie Austin,Forward,SFC,70000,2016
,Ryan Bertrand,Defender,SFC,70000,2016
,Gylfi Sigurdsson,Midfielder,SCAFC,70000,2016
,Kyle Walker,Defender,THFC,70000,2016
,Manuel Lanzini,Midfielder,WHUFC,70000,2016
114.0,Aleksandar Kolarov,Defender,MCFC,69000,2016
115.0,Nacho Monreal,Defender,AFC,65000,2016
,Alex Oxlade-Chamberlain,Midfielder,AFC,65000,2016
,Ben Chilwell,Defender,LC,65000,2016
,Ahmed Musa,Forward,LC,65000,2016
,Dejan Lovren,Defender,LFC,65000,2016
,Sergio Romero,Goalkeeper,MUFC,65000,2016
,Sofiane Boufal,Midfielder,SFC,65000,2016
,Oriol Romeu,Midfielder,SFC,65000,2016
,Cedric Soares,Defender,SFC,65000,2016
,Mame Diouf,Forward,SCFC,65000,2016
,Xherdan Shaqiri,Midfielder,SCFC,65000,2016
,Victor Wanyama,Midfielder,THFC,65000,2016
,Troy Deeney,Forward,WAT,65000,2016
,Jonny Evans,Defender,WBAFC,65000,2016
,Sofiane Feghouli,Forward,WHUFC,65000,2016
130.0,Francis Coquelin,Midfielder,AFC,60000,2016
,Asmir Begovic,Goalkeeper,CFC,60000,2016
,Scott Dann,Defender,CP,60000,2016
,Connor Wickham,Forward,CP,60000,2016
,Gareth Barry,Midfielder,EFC,60000,2016
,Wes Morgan,Defender,LC,60000,2016
,Simon Mignolet,Goalkeeper,LFC,60000,2016
,Adnan Januzaj,Forward,MUFC,60000,2016
,Aleksandar Mitrovic,Forward,NUFC,60000,2016
,Steven Davis,Midfielder,SFC,60000,2016
,Shane Long,Forward,SFC,60000,2016
,Nathan Redmond,Forward,SFC,60000,2016
,Dusan Tadic,Forward,SFC,60000,2016
,Eric Dier,Midfielder,THFC,60000,2016
,Danny Rose,Defender,THFC,60000,2016
,Nacer Chadli,Midfielder,WBAFC,60000,2016
,Ben Foster,Goalkeeper,WBAFC,60000,2016
,Jose Salomon Rondon,Forward,WBAFC,60000,2016
,Claudio Yacob,Midfielder,WBAFC,60000,2016
,Angelo Ogbonna,Defender,WHUFC,60000,2016
,Winston Reid,Defender,WHUFC,60000,2016
151.0,Jeffrey Schlupp,Defender,CP,56000,2016
152.0,Mohamed Elneny,Midfielder,AFC,55000,2016
,Olivier Giroud,Forward,AFC,55000,2016
,Luka Milivojevic,Midfielder,CP,55000,2016
,Bakary Sako,Midfielder,CP,55000,2016
,Andros Townsend,Forward,CP,55000,2016
,Patrick Van Aanholt,Defender,CP,55000,2016
,Ragnar Klavan,Defender,LFC,55000,2016
,Fraser Forster,Goalkeeper,SFC,55000,2016
,Jay Rodriguez,Forward,SFC,55000,2016
,Dele Alli,Midfielder,THFC,55000,2016
,Mousa Dembele,Midfielder,THFC,55000,2016
163.0,Libor Kozak,Forward,AVFC,53365,2016
164.0,Brad Guzan,Goalkeeper,AVFC,51407,2016
165.0,Hector Bellerin,Defender,AFC,50000,2016
,Gabriel Paulista,Defender,AFC,50000,2016
,James McArthur,Midfielder,CP,50000,2016
,James Tomkins,Defender,CP,50000,2016
,Phil Jagielka,Defender,EFC,50000,2016
,Aaron Lennon,Forward,EFC,50000,2016
,James McCarthy,Midfielder,EFC,50000,2016
,Christian Fuchs,Defender,LC,50000,2016
,Nampalys Mendy,Midfielder,LC,50000,2016
,Ron-Robert Zieler,Goalkeeper,LC,50000,2016
,Kelechi Iheanacho,Forward,MCFC,50000,2016
,Jordy Clasie,Midfielder,SFC,50000,2016
,Pierre-Emile Hojbjerg,Midfielder,SFC,50000,2016
,Joe Allen,Midfielder,SCFC,50000,2016
,Marko Arnautovic,Midfielder,SCFC,50000,2016
,Giannelli Imbula,Midfielder,SCFC,50000,2016
,Jordan Ayew,Forward,SCAFC,50000,2016
,Lukasz Fabianski,Goalkeeper,SCAFC,50000,2016
,Mauro Zarate,Forward,WAT,50000,2016
,Aaron Cresswell,Defender,WHUFC,50000,2016
,Mark Noble,Midfielder,WHUFC,50000,2016
,Pedro Obiang,Midfielder,WHUFC,50000,2016
187.0,Ross Barkley,Midfielder,EFC,48000,2016
,Bojan Krkic,Midfielder,SCFC,48000,2016
189.0,Kieran Gibbs,Defender,AFC,46000,2016
,Jake Livermore,Midfielder,WBAFC,46000,2016
191.0,Joshua King,Forward,BOU,45000,2016
,Calum Chambers,Defender,AFC,45000,2016
,Carl Jenkinson,Defender,AFC,45000,2016
,Idrissa Gueye,Midfielder,EFC,45000,2016
,Marc Albrighton,Midfielder,LC,45000,2016
,Danny Simpson,Defender,LC,45000,2016
,Emre Can,Midfielder,LFC,45000,2016
,Marlos Moreno,Forward,MCFC,45000,2016
,Matteo Darmian,Defender,MUFC,45000,2016
,Mohamed Diame,Midfielder,NUFC,45000,2016
,Ayoze Perez,Forward,NUFC,45000,2016
,Matt Ritchie,Midfielder,NUFC,45000,2016
,James Ward-Prowse,Midfielder,SFC,45000,2016
,Ryan Shawcross,Defender,SCFC,45000,2016
,Philipp Wollscheid,Defender,SCFC,45000,2016
,Gonzalez Baston,Forward,SCAFC,45000,2016
,Leroy Fer,Midfielder,SCAFC,45000,2016
,Federico Fazio,Defender,THFC,45000,2016
,Kevin Wimmer,Defender,THFC,45000,2016
,Nordin Amrabat,Forward,WAT,45000,2016
,Daryl Janmaat,Defender,WAT,45000,2016
,Roberto Pereyra,Midfielder,WAT,45000,2016
,Chris Brunt,Midfielder,WBAFC,45000,2016
214.0,Federico Fernandez,Defender,SCAFC,43000,2016
215.0,Kurt Zouma,Defender,CFC,42308,2016
216.0,Valon Behrami,Midfielder,WAT,42000,2016
217.0,Ryan Bertrand,Defender,CFC,40083,2016
218.0,Artur Boruc,Goalkeeper,BOU,40000,2016
,David Ospina,Goalkeeper,AFC,40000,2016
,Ramiro Funes Mori,Defender,EFC,40000,2016
,Arouna Kone,Forward,EFC,40000,2016
,Enner Valencia,Forward,EFC,40000,2016
,Andy King,Midfielder,LC,40000,2016
,Alberto Moreno,Defender,LFC,40000,2016
,Dwight Gayle,Forward,NUFC,40000,2016
,Alex McCarthy,Goalkeeper,SFC,40000,2016
,Jeremy Pied,Midfielder,SFC,40000,2016
,Peter Crouch,Forward,SCFC,40000,2016
,Nabil Bentaleb,Midfielder,THFC,40000,2016
,Michel Vorm,Goalkeeper,THFC,40000,2016
,Mario Suarez,Midfielder,WAT,40000,2016
,James Morrison,Midfielder,WBAFC,40000,2016
,Matt Phillips,Midfielder,WBAFC,40000,2016
,Arthur Masuaku,Defender,WHUFC,40000,2016
,Robert Snodgrass,Midfielder,WHUFC,40000,2016
236.0,Jores Okore,Defender,AVFC,39904,2016
237.0,Jordon Ibe,Midfielder,BOU,38000,2016
,Seamus Coleman,Defender,EFC,38000,2016
,Robert Huth,Defender,LC,38000,2016
,Erik Pieters,Defender,SCFC,38000,2016
241.0,Sung-Yeung Ki,Midfielder,SCAFC,36000,2016
,Wayne Routledge,Midfielder,SCAFC,36000,2016
243.0,Andrew Surman,Midfielder,BOU,35000,2016
,Jonathan Kodjia,Forward,AVFC,35000,2016
,Lewis Dunk,Defender,BHA,35000,2016
,Robbie Brady,Midfielder,BFC,35000,2016
,Steven Defour,Midfielder,BFC,35000,2016
,Tom Heaton,Goalkeeper,BFC,35000,2016
,Jeff Hendrick,Midfielder,BFC,35000,2016
,Andreas Christensen,Defender,CFC,35000,2016
,Ruben Loftus-Cheek,Midfielder,CFC,35000,2016
,Fraizer Campbell,Forward,CP,35000,2016
,Mathieu Flamini,Midfielder,CP,35000,2016
,Jason Puncheon,Midfielder,CP,35000,2016
,Joel Ward,Defender,CP,35000,2016
,Shinji Okazaki,Forward,LC,35000,2016
,Lazar Markovic,Forward,LFC,35000,2016
,Vurnon Anita,Defender,NUFC,35000,2016
,Ciaran Clark,Defender,NUFC,35000,2016
,Jack Colback,Midfielder,NUFC,35000,2016
,Jesus Gamez,Defender,NUFC,35000,2016
,Yoan Gouffran,Midfielder,NUFC,35000,2016
,Chancel Mbemba,Defender,NUFC,35000,2016
,Emmanuel Riviere,Forward,NUFC,35000,2016
,Henri Saivet,Midfielder,NUFC,35000,2016
,Matz Sels,Goalkeeper,NUFC,35000,2016
,Charlie Adam,Midfielder,SCFC,35000,2016
,Jack Butland,Goalkeeper,SCFC,35000,2016
,Leon Britton,Midfielder,SCAFC,35000,2016
,Tom Carroll,Midfielder,SCAFC,35000,2016
,Jack Cork,Midfielder,SCAFC,35000,2016
,Georges-Kevin N'Koudou,Midfielder,THFC,35000,2016
,Kieran Trippier,Defender,THFC,35000,2016
,Etienne Capoue,Midfielder,WAT,35000,2016
,Younes Kaboul,Defender,WAT,35000,2016
,Stefano Okaka,Forward,WAT,35000,2016
,Gareth McAuley,Defender,WBAFC,35000,2016
,Allan-Romeo Nyom,Defender,WBAFC,35000,2016
,James Collins,Defender,WHUFC,35000,2016
280.0,Vincent Janssen,Forward,THFC,34000,2016
281.0,Jon Flanagan,Defender,LFC,33000,2016
,Stephen Ireland,Midfielder,SCFC,33000,2016
,Joselu Mato,Forward,SCFC,33000,2016
,Marc Muniesa,Defender,SCFC,33000,2016
,Martin Olsson,Defender,SCAFC,33000,2016
286.0,Adam Lallana,Midfielder,LFC,32500,2016
,Helder Costa,Forward,WWFC,32500,2016
288.0,Nathan Dyer,Midfielder,SCAFC,32000,2016
,Kyle Naughton,Defender,SCAFC,32000,2016
,Angel Rangel,Defender,SCAFC,32000,2016
291.0,Ashley Westwood,Midfielder,BFC,31000,2016
,Phil Bardsley,Defender,SCFC,31000,2016
293.0,Lewis Cook,Midfielder,BOU,30000,2016
,Adam Federici,Goalkeeper,BOU,30000,2016
,Simon Francis,Defender,BOU,30000,2016
,Callum Wilson,Forward,BOU,30000,2016
,Marc Wilson,Defender,BOU,30000,2016
,Joel Campbell,Forward,AFC,30000,2016
,Alex Iwobi,Forward,AFC,30000,2016
,James Chester,Defender,AVFC,30000,2016
,Shane Duffy,Defender,BHA,30000,2016
,Glenn Murray,Forward,BHA,30000,2016
,Bruno Saltor Grau,Defender,BHA,30000,2016
,Pape Souare,Defender,CP,30000,2016
,Muhamed Besic,Midfielder,EFC,30000,2016
,Maarten Stekelenburg,Goalkeeper,EFC,30000,2016
,Aaron Mooy,Midfielder,HUD,30000,2016
,Bartosz Kapustka,Midfielder,LC,30000,2016
,Grant Hanley,Defender,NUFC,30000,2016
,Deandre Yedlin,Defender,NUFC,30000,2016
,Florin Gardos,Defender,SFC,30000,2016
,Lee Grant,Goalkeeper,SCFC,30000,2016
,Glen Johnson,Defender,SCFC,30000,2016
,Jordi Amat,Defender,SCAFC,30000,2016
,Jefferson Montero,Midfielder,SCAFC,30000,2016
,Luciano Narsingh,Midfielder,SCAFC,30000,2016
,Jose Holebas,Defender,WAT,30000,2016
,Christian Kabasele,Defender,WAT,30000,2016
,Isaac Success,Forward,WAT,30000,2016
,Craig Dawson,Defender,WBAFC,30000,2016
,James McClean,Midfielder,WBAFC,30000,2016
,Sam Byram,Defender,WHUFC,30000,2016
,Edimilson Fernandes,Midfielder,WHUFC,30000,2016
,Cheikhou Kouyate,Midfielder,WHUFC,30000,2016
,Havard Nordtveit,Midfielder,WHUFC,30000,2016
,Diafra Sakho,Forward,WHUFC,30000,2016
327.0,Lewis Grabban,Forward,BOU,29000,2016
328.0,Johann Berg Gudmundsson,Midfielder,BFC,28000,2016
,Ben Mee,Defender,BFC,28000,2016
,Stephen Ward,Defender,BFC,28000,2016
,Divock Origi,Forward,LFC,28000,2016
,Paul Dummett,Defender,NUFC,28000,2016
,Maya Yoshida,Defender,SFC,28000,2016
,Glenn Whelan,Midfielder,SCFC,28000,2016
,Callum McManaman,Forward,WBAFC,28000,2016
336.0,Marco van Ginkel,Midfielder,CFC,27885,2016
,Ivan Cavaleiro,Forward,WWFC,27885,2016
338.0,Benik Afobe,Forward,BOU,27000,2016
,Ryan Fraser,Midfielder,BOU,27000,2016
,Leonardo Ulloa,Forward,LC,27000,2016
,Gokhan Tore,Midfielder,WHUFC,27000,2016
342.0,Boaz Myhill,Goalkeeper,WBAFC,26000,2016
343.0,Charlie Daniels,Defender,BOU,25000,2016
,Marc Pugh,Midfielder,BOU,25000,2016
,Brad Smith,Defender,BOU,25000,2016
,Rob Holding,Defender,AFC,25000,2016
,Beram Kayal,Midfielder,BHA,25000,2016
,Solly March,Midfielder,BHA,25000,2016
,Ashley Barnes,Forward,BFC,25000,2016
,Andre Gray,Forward,BFC,25000,2016
,Robert Kenedy,Midfielder,CFC,25000,2016
,Damien Delaney,Defender,CP,25000,2016
,Martin Kelly,Defender,CP,25000,2016
,Joe Ledley,Midfielder,CP,25000,2016
,Chung-Yong Lee,Forward,CP,25000,2016
,Julian Speroni,Goalkeeper,CP,25000,2016
,Mason Holgate,Defender,EFC,25000,2016
,Demarai Gray,Forward,LC,25000,2016
,Matty James,Midfielder,LC,25000,2016
,Loris Karius,Goalkeeper,LFC,25000,2016
,Bruno Zuculini,Midfielder,MCFC,25000,2016
,Karl Darlow,Goalkeeper,NUFC,25000,2016
,Rob Elliot,Goalkeeper,NUFC,25000,2016
,Daryl Murphy,Forward,NUFC,25000,2016
,Ibrahim Afellay,Midfielder,SCFC,25000,2016
,Jonathan Walters,Forward,SCFC,25000,2016
,Alfie Mawson,Defender,SCAFC,25000,2016
,Kristoffer Nordfeldt,Goalkeeper,SCAFC,25000,2016
,Harry Winks,Midfielder,THFC,25000,2016
,Miguel Britos,Defender,WAT,25000,2016
,Heurelho Gomes,Goalkeeper,WAT,25000,2016
,Costel Pantilimon,Goalkeeper,WAT,25000,2016
,Michail Antonio,Midfielder,WHUFC,25000,2016
374.0,Aleksandar Tonev,Midfielder,AVFC,23558,2016
375.0,Max-Alain Gradel,Forward,BOU,23000,2016
,Scott Arfield,Midfielder,BFC,23000,2016
,Tomas Kalas,Defender,CFC,23000,2016
,Marcin Wasilewski,Defender,LC,23000,2016
,Ramadan Sobhi,Forward,SCFC,23000,2016
380.0,Michael Keane,Defender,BFC,22000,2016
,Dean Marney,Midfielder,BFC,22000,2016
,James Tarkowski,Defender,BFC,22000,2016
,Isaac Hayden,Midfielder,NUFC,22000,2016
,Steven Berghuis,Forward,WAT,22000,2016
,Romain Saiss,Midfielder,WWFC,22000,2016
386.0,Daniel Amartey,Midfielder,LC,21000,2016
387.0,Nathan Ake,Defender,CFC,20041,2016
388.0,Harry Arter,Midfielder,BOU,20000,2016
,Dan Gosling,Midfielder,BOU,20000,2016
,Lys Mousset,Forward,BOU,20000,2016
,Emiliano Martinez,Goalkeeper,AFC,20000,2016
,Yaya Sanogo,Forward,AFC,20000,2016
,Connor Goldson,Defender,BHA,20000,2016
,Tomer Hemed,Forward,BHA,20000,2016
,Uwe Hunemeier,Defender,BHA,20000,2016
,Jamie Murphy,Forward,BHA,20000,2016
,Liam Rosenior,Defender,BHA,20000,2016
,Jiri Skalak,Forward,BHA,20000,2016
,George Boyd,Midfielder,BFC,20000,2016
,Ola Aina,Defender,CFC,20000,2016
,Lewis Baker,Midfielder,CFC,20000,2016
,Zeki Fryers,Defender,CP,20000,2016
,Wayne Hennessey,Goalkeeper,CP,20000,2016
,Joel Robles,Goalkeeper,EFC,20000,2016
,Sean Scannell,Forward,HUD,20000,2016
,Oleksandr Zinchenko,Midfielder,MCFC,20000,2016
,Marcus Rashford,Forward,MUFC,20000,2016
,James Wilson,Forward,MUFC,20000,2016
,Sammy Ameobi,Midfielder,NUFC,20000,2016
,Massadio Haidara,Defender,NUFC,20000,2016
,Cameron Carter-Vickers,Defender,THFC,20000,2016
,Brice Dja Djedje,Defender,WAT,20000,2016
,Abdoulaye Doucoure,Midfielder,WAT,20000,2016
,Sebastian Prodl,Defender,WAT,20000,2016
,Jerome Sinclair,Forward,WAT,20000,2016
416.0,Paulo Gazzaniga,Goalkeeper,SFC,18000,2016
,Jake Hesketh,Midfielder,SFC,18000,2016
,Sam McQueen,Midfielder,SFC,18000,2016
,Josh Sims,Forward,SFC,18000,2016
420.0,Adam Smith,Defender,BOU,17500,2016
,Scott Hogan,Forward,AVFC,17500,2016
,Onyinye Ndidi,Midfielder,LC,17500,2016
423.0,Sam Vokes,Forward,BFC,17000,2016
,Michael Hector,Defender,CFC,17000,2016
,Bruno Martins Indi,Defender,SCFC,17000,2016
426.0,Tyrone Mings,Defender,BOU,16000,2016
,Rhoys Wiggins,Defender,BOU,16000,2016
,Collin Quaner,Forward,HUD,16000,2016
,Kevin Stewart,Midfielder,LFC,16000,2016
,Tommie Hoban,Defender,WAT,16000,2016
431.0,Emerson Hyndman,Midfielder,BOU,15000,2016
,Junior Stanislas,Midfielder,BOU,15000,2016
,David Stockdale,Goalkeeper,BHA,15000,2016
,Matt Miazga,Defender,CFC,15000,2016
,Jo Gorenc-Stankovic,Defender,HUD,15000,2016
,Joe Gomez,Defender,LFC,15000,2016
,Marko Grujic,Midfielder,LFC,15000,2016
,Timothy Fosu-Mensah,Defender,MUFC,15000,2016
,Jamaal Lascelles,Defender,NUFC,15000,2016
,Modou Barrow,Forward,SCAFC,15000,2016
,Kyle Bartley,Defender,SCAFC,15000,2016
,Mike van der Hoorn,Defender,SCAFC,15000,2016
,Juan Carlos Paredes,Defender,WAT,15000,2016
,Hal Robson-Kanu,Forward,WBAFC,15000,2016
,Doneil Henry,Defender,WHUFC,15000,2016
446.0,Kevin Long,Defender,BFC,14000,2016
,Anthony Pilkington,Midfielder,CCFC,14000,2016
,Rolando Aarons,Forward,NUFC,14000,2016
449.0,Neeskens Kebano,Midfielder,FFC,13462,2016
450.0,Steve Cook,Defender,BOU,13000,2016
,Eunan O'Kane,Midfielder,LUFC,13000,2016
,Craig Cathcart,Defender,WAT,13000,2016
,Obbi Oulare,Forward,WAT,13000,2016
454.0,Jazz Richards,Defender,CCFC,12981,2016
455.0,Oliver Norwood,Midfielder,BHA,12000,2016
,Fredrik Ulvestad,Midfielder,BFC,12000,2016
,Jack Payne,Midfielder,HUD,12000,2016
,Ben Hamer,Goalkeeper,LC,12000,2016
,Trent Alexander-Arnold,Defender,LFC,12000,2016
,Sam Johnstone,Goalkeeper,MUFC,12000,2016
,Curtis Good,Defender,NUFC,12000,2016
